,max_player_load_per_min,rolling_load,stress_score,High IMA
0,55.0,,,55.0
1,30.0,,,30.0
2,30.0,,,30.0
3,15.0,,,15.0
4,28.0,31.6,-3.6000000000000014,28.0
5,0.0,20.6,-20.6,0.0
6,26.0,19.8,6.199999999999999,26.0
7,66.0,27.0,39.0,66.0
8,21.0,28.2,-7.199999999999999,21.0
9,48.0,32.2,15.799999999999997,48.0
10,127.0,57.6,69.4,127.0
11,27.0,57.8,-30.799999999999997,27.0
12,23.0,49.2,-26.200000000000003,23.0
13,39.0,52.8,-13.799999999999997,39.0
14,24.0,48.0,-24.0,24.0
15,33.0,29.2,3.8000000000000007,33.0
16,64.0,36.6,27.4,64.0
17,61.0,44.2,16.799999999999997,61.0
18,73.0,51.0,22.0,73.0
19,27.0,51.6,-24.6,27.0
20,42.0,53.4,-11.399999999999999,42.0
21,25.0,45.6,-20.6,25.0
22,,,,
23,46.0,,,46.0
24,23.0,,,23.0
25,41.0,,,41.0
26,28.0,,,28.0
27,,,,
28,3298.0,,,3298.0
29,68.0,,,68.0
30,64.0,,,64.0
31,73.0,,,73.0
32,22.0,705.0,-683.0,22.0
33,36.0,52.6,-16.6,36.0
34,37.0,46.4,-9.399999999999999,37.0
35,34.0,40.4,-6.399999999999999,34.0
36,17.0,29.2,-12.2,17.0
37,15.0,27.8,-12.8,15.0
38,18.0,24.2,-6.199999999999999,18.0
39,8.0,18.4,-10.399999999999999,8.0
40,21.0,15.8,5.199999999999999,21.0
41,67.0,25.8,41.2,67.0
42,37.0,30.2,6.800000000000001,37.0
43,28.0,32.2,-4.200000000000003,28.0
44,25.0,35.6,-10.600000000000001,25.0
45,37.0,38.8,-1.7999999999999972,37.0
46,43.0,34.0,9.0,43.0
47,27.0,32.0,-5.0,27.0
48,27.0,31.8,-4.800000000000001,27.0
49,1065.0,239.8,825.2,1065.0
50,85.0,249.4,-164.4,85.0
51,38.0,248.4,-210.4,38.0
52,21.0,247.2,-226.2,21.0
53,27.0,247.2,-220.2,27.0
54,22.0,38.6,-16.6,22.0
55,18.0,25.2,-7.199999999999999,18.0
56,53.0,28.2,24.8,53.0
57,81.0,40.2,40.8,81.0
58,85.0,51.8,33.2,85.0
59,59.0,59.2,-0.20000000000000284,59.0
60,42.0,64.0,-22.0,42.0
61,60.0,65.4,-5.400000000000006,60.0
62,21.0,53.4,-32.4,21.0
63,34.0,43.2,-9.200000000000003,34.0
64,48.0,41.0,7.0,48.0
65,25.0,37.6,-12.600000000000001,25.0
66,33.0,32.2,0.7999999999999972,33.0
67,34.0,34.8,-0.7999999999999972,34.0
68,22.0,32.4,-10.399999999999999,22.0
69,61.0,35.0,26.0,61.0
70,37.0,37.4,-0.3999999999999986,37.0
